"id","product_code","unit_price","category","stock_sold","sale","salesman_name","customer_name","customer_gender","age","location_customer","location_shop","datetime"
1600,"Product XC72",8,"Automotive",17,136,"Bank Chataignier","Carly Janeczek","Female",20,"3016 Oak Valley Alley","Charleston",2019-03-26 05:00:00
1601,"Product XC15",15,"Automotive",22,330,"Kellina Sayward","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2022-01-02 07:00:00
1602,"Product XC68",30,"Fashion",13,390,"Nanine Sandercock","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2019-02-20 23:00:00
1603,"Product XC07",25,"Electronics",13,325,"Gerek Musterd","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2020-04-20 09:30:00
1604,"Product XC41",5,"Food",13,65,"Oran Eustis","Lilith Sallery","Female",23,"1136 Bunker Hill Hill","Peoria",2020-12-08 13:00:00
1605,"Product XC78",30,"Fashion",11,330,"Antonetta Tindall","Murial Baudinelli","Female",31,"69139 Dahle Drive","Baltimore",2019-01-16 19:00:00
1606,"Product XC19",40,"Toys",19,760,"Nanine Sandercock","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2018-07-31 11:00:00
1607,"Product XC19",40,"Fashion",5,200,"Marlowe Cheshir","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2021-02-10 20:00:00
1608,"Product XC15",15,"Furniture",3,45,"Ingelbert Boliver","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-01-02 19:30:00
1609,"Product XC28",30,"Automotive",25,750,"Oran Eustis","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-03-21 12:00:00
1610,"Product XC33",10,"Food",8,80,"Em Oxtaby","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2021-12-01 20:30:00
1611,"Product XC57",25,"Automotive",11,275,"Oran Eustis","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2022-09-30 11:00:00
1612,"Product XC17",25,"Food",20,500,"Emlynne Filipson","Pernell Laydel","Male",46,"04 Holy Cross Road","Midland",2019-05-23 02:00:00
1613,"Product XC27",25,"Fashion",12,300,"Emlynne Filipson","Evangeline De Robertis","Female",35,"597 Miller Way","Midland",2021-04-09 17:30:00
1614,"Product XC10",50,"Automotive",21,1050,"Antonetta Tindall","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2020-06-13 07:30:00
1615,"Product XC65",15,"Electronics",17,255,"Oran Eustis","Ring Gerb","Male",39,"703 Harbort Terrace","Peoria",2021-10-24 05:30:00
1616,NA,NA,NA,NA,NA,"Mireille Stott",NA,NA,NA,"52436 Jenifer Court","Boise",2022-08-16 12:30:00
1617,"Product XC19",40,"Automotive",8,320,"Bank Chataignier","Eugene Darree","Male",28,"52543 Mallard Place","Charleston",2018-02-22 09:00:00
1618,"Product XC74",12,"Health",5,60,"Chris Andreone","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2019-07-13 04:30:00
1619,"Product XC20",50,"Food",7,350,"Ingelbert Boliver","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-07-19 13:00:00
1620,"Product XC27",25,"Fashion",8,200,"Jeannette Willavoys","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2018-04-22 06:30:00
1621,"Product XC08",30,"Electronics",3,90,"Cullin Shorte","Mellisa Plumbridge","Female",57,"18048 Sommers Alley","Baltimore",2018-09-08 16:00:00
1622,"Product XC45",15,"Fashion",24,360,"Jeannette Willavoys","Lynda Dooley","Female",41,"42302 Erie Point","Baltimore",2021-04-25 20:00:00
1623,"Product XC61",5,"Fashion",10,50,"Emlynne Filipson","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2018-09-22 18:30:00
1624,"Product XC32",8,"Fashion",24,192,"Kellina Sayward","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2020-08-31 22:00:00
1625,"Product XC68",30,"Fashion",4,120,"Antonetta Tindall","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2022-09-08 04:00:00
1626,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"52436 Jenifer Court","Boise",2020-04-12 23:00:00
1627,"Product XC33",10,"Electronics",19,190,"Nanine Sandercock","Ashlen Upstell","Female",47,"38525 Dorton Alley","Midland",2019-01-16 11:00:00
1628,"Product XC23",10,"Automotive",23,230,"Gorden Woolis","Florri Gonnin","Female",57,"7 Spaight Crossing","Charleston",2022-03-23 15:00:00
1629,"Product XC68",30,"Fashion",4,120,"Em Oxtaby","Rhoda Kimbell","Female",30,"87 Farragut Parkway","El Paso",2020-10-26 18:30:00
1630,"Product XC14",12,"Food",13,156,"Em Oxtaby","Maxi Fendlow","Female",48,"15917 Fremont Crossing","El Paso",2021-03-13 12:30:00
1631,"Product XC76",20,"Beauty",22,440,"Goddard Twiddy","Lois Skillings","Female",32,"703 Harbort Terrace","Peoria",2019-10-03 08:30:00
1632,"Product XC46",20,"Electronics",13,260,"Mireille Stott","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2019-05-04 08:30:00
1633,"Product XC45",15,"Toys",20,300,"Mireille Stott","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2018-11-18 14:00:00
1634,"Product XC54",12,"Toys",6,72,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2018-09-12 06:00:00
1635,"Product XC79",40,"Toys",7,280,"Jeannette Willavoys","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2018-04-18 13:00:00
1636,"Product XC40",50,"Automotive",20,1000,"Gorden Woolis","Maren Dickie","Female",49,"7 Spaight Crossing","Charleston",2020-01-12 13:00:00
1637,"Product XC05",15,"Health",13,195,"Boyce Krikorian","Dimitry Joselovitch","Male",23,"0204 Chive Road","Charleston",2019-11-19 22:30:00
1638,"Product XC21",5,"Furniture",4,20,"Bank Chataignier","Carly Janeczek","Female",20,"3016 Oak Valley Alley","Charleston",2018-03-19 00:30:00
1639,"Product XC74",12,"Furniture",18,216,"Jeannette Willavoys","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2021-10-24 13:00:00
1640,"Product XC05",15,"Automotive",4,60,"Em Oxtaby","Rhoda Kimbell","Female",30,"87 Farragut Parkway","El Paso",2021-06-11 23:30:00
1641,"Product XC18",30,"Beauty",3,90,"Boyce Krikorian","Florri Gonnin","Female",57,"7 Spaight Crossing","Charleston",2021-06-11 00:00:00
1642,"Product XC19",40,"Furniture",19,760,"Antonetta Tindall","Mellisa Plumbridge","Female",57,"18048 Sommers Alley","Baltimore",2020-11-22 12:00:00
1643,"Product XC64",12,"Furniture",10,120,"Gerek Musterd","Ailis Brabham","Female",34,"38525 Dorton Alley","Midland",2020-02-12 16:30:00
1644,"Product XC79",40,"Food",13,520,"Oran Eustis","Georgianna Spooner","Female",39,"1136 Bunker Hill Hill","Peoria",2019-05-01 11:00:00
1645,"Product XC31",5,"Beauty",15,75,"Chris Andreone","Zelma Frarey","Female",26,"87 Farragut Parkway","El Paso",2019-08-23 21:30:00
1646,"Product XC69",40,"Automotive",19,760,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2021-03-27 19:00:00
1647,NA,NA,NA,NA,NA,"Mireille Stott",NA,NA,NA,"65 Helena Way","Boise",2022-02-10 08:00:00
1648,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"52436 Jenifer Court","Boise",2018-08-18 14:00:00
1649,"Product XC19",40,"Electronics",3,120,"Gerek Musterd","Sydney Axelbee","Male",20,"58688 Atwood Circle","Midland",2019-11-15 07:00:00
1650,"Product XC27",25,"Electronics",22,550,"Gorden Woolis","Burnard Lytell","Male",60,"69745 Butternut Plaza","Charleston",2022-09-10 20:30:00
1651,"Product XC36",20,"Health",10,200,"Nanine Sandercock","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2020-10-28 23:30:00
1652,"Product XC14",12,"Furniture",6,72,"Chris Andreone","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2021-10-19 10:00:00
1653,"Product XC40",50,"Electronics",16,800,"Kellina Sayward","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2019-05-21 19:30:00
1654,"Product XC29",40,"Automotive",16,640,"Marlowe Cheshir","Waite Olford","Male",29,"24288 Larry Alley","Boise",2020-09-05 02:00:00
1655,"Product XC80",50,"Electronics",5,250,"Cullin Shorte","Kendra Cullinan","Female",56,"9259 Clemons Plaza","Baltimore",2018-11-15 06:30:00
1656,"Product XC08",30,"Furniture",17,510,"Boyce Krikorian","Christiano Corssen","Male",18,"7 Spaight Crossing","Charleston",2019-03-23 05:00:00
1657,NA,NA,NA,NA,NA,"Mireille Stott",NA,NA,NA,"52436 Jenifer Court","Boise",2019-07-27 15:30:00
1658,"Product XC75",15,"Toys",24,360,"Antonetta Tindall","Mellisa Plumbridge","Female",57,"18048 Sommers Alley","Baltimore",2019-06-26 05:00:00
1659,"Product XC32",8,"Fashion",8,64,"Gerek Musterd","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2020-01-10 00:30:00
1660,"Product XC63",10,"Furniture",23,230,"Nanine Sandercock","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2021-04-04 06:00:00
1661,"Product XC63",10,"Electronics",8,80,"Boyce Krikorian","Wyn Garmey","Male",44,"69745 Butternut Plaza","Charleston",2022-01-14 12:00:00
1662,"Product XC42",8,"Toys",24,192,"Gorden Woolis","Wyn Garmey","Male",44,"69745 Butternut Plaza","Charleston",2022-10-03 23:00:00
1663,"Product XC69",40,"Beauty",10,400,"Antonetta Tindall","Lind Dance","Male",17,"42302 Erie Point","Baltimore",2018-11-16 10:00:00
1664,"Product XC53",10,"Health",14,140,"Marlowe Cheshir","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2019-10-12 18:00:00
1665,"Product XC43",10,"Automotive",7,70,"Mireille Stott","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2022-05-12 08:30:00
1666,"Product XC18",30,"Toys",24,720,"Oran Eustis","Ginny Langdale","Female",31,"1136 Bunker Hill Hill","Peoria",2020-12-12 11:30:00
1667,"Product XC20",50,"Automotive",11,550,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2018-03-20 10:30:00
1668,"Product XC36",20,"Automotive",16,320,"Oran Eustis","Lois Skillings","Female",32,"703 Harbort Terrace","Peoria",2022-10-16 20:30:00
1669,"Product XC01",5,"Toys",12,60,"Em Oxtaby","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2022-10-27 12:30:00
1670,"Product XC55",15,"Beauty",11,165,"Goddard Twiddy","Anet Dunham","Female",19,"6 Walton Street","Peoria",2018-12-14 14:30:00
1671,"Product XC70",50,"Automotive",19,950,"Theressa Orbine","Tonnie Derisly","Male",57,"117 Farmco Drive","El Paso",2022-01-26 06:30:00
1672,"Product XC43",10,"Furniture",8,80,"Antonetta Tindall","Simon Land","Male",38,"42302 Erie Point","Baltimore",2021-02-28 06:00:00
1673,"Product XC36",20,"Toys",15,300,"Theressa Orbine","Wendel Brunel","Male",35,"15917 Fremont Crossing","El Paso",2019-10-04 09:30:00
1674,"Product XC64",12,"Beauty",5,60,"Cullin Shorte","Mellisa Plumbridge","Female",57,"18048 Sommers Alley","Baltimore",2019-05-26 23:00:00
1675,"Product XC19",40,"Food",25,1000,"Nanine Sandercock","Eddie Moretto","Male",44,"38525 Dorton Alley","Midland",2021-04-13 13:00:00
1676,"Product XC33",10,"Health",19,190,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2019-12-28 11:00:00
1677,"Product XC67",25,"Fashion",7,175,"Emlynne Filipson","Giovanni Gebby","Male",48,"651 Mariners Cove Place","Midland",2018-02-17 18:00:00
1678,"Product XC11",5,"Toys",7,35,"Em Oxtaby","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-11-08 08:00:00
1679,"Product XC60",50,"Electronics",19,950,"Em Oxtaby","Wendel Brunel","Male",35,"15917 Fremont Crossing","El Paso",2021-08-09 13:00:00
1680,"Product XC25",15,"Beauty",12,180,"Goddard Twiddy","Lois Skillings","Female",32,"703 Harbort Terrace","Peoria",2019-05-17 17:30:00
1681,"Product XC27",25,"Health",13,325,"Gorden Woolis","Burnard Lytell","Male",60,"69745 Butternut Plaza","Charleston",2018-09-02 14:00:00
1682,"Product XC26",20,"Electronics",9,180,"Goddard Twiddy","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2022-12-30 06:00:00
1683,"Product XC66",20,"Automotive",16,320,"Boyce Krikorian","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2020-12-03 20:00:00
1684,"Product XC15",15,"Electronics",20,300,"Em Oxtaby","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-08-26 06:00:00
1685,"Product XC09",40,"Food",9,360,"Bank Chataignier","Guy Pittford","Male",29,"69745 Butternut Plaza","Charleston",2018-12-18 15:30:00
1686,"Product XC30",50,"Beauty",14,700,"Antonetta Tindall","Kristyn Anthes","Female",34,"42302 Erie Point","Baltimore",2020-03-23 08:00:00
1687,"Product XC36",20,"Health",19,380,"Ingelbert Boliver","Drew Dahlgren","Male",38,"8064 Menomonie Alley","Peoria",2019-01-06 05:00:00
1688,"Product XC71",5,"Fashion",5,25,"Antonetta Tindall","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2018-05-29 07:00:00
1689,"Product XC24",12,"Beauty",16,192,"Gorden Woolis","Florri Gonnin","Female",57,"7 Spaight Crossing","Charleston",2019-02-07 16:00:00
1690,"Product XC17",25,"Furniture",22,550,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-09-21 06:30:00
1691,"Product XC79",40,"Beauty",17,680,"Gerek Musterd","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2019-10-27 08:00:00
1692,"Product XC75",15,"Fashion",13,195,"Jeannette Willavoys","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2022-04-03 17:00:00
1693,"Product XC56",20,"Health",17,340,"Bank Chataignier","Pasquale Gauden","Male",25,"0204 Chive Road","Charleston",2018-10-17 19:00:00
1694,"Product XC10",50,"Toys",19,950,"Antonetta Tindall","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2021-10-12 14:00:00
1695,"Product XC11",5,"Food",23,115,"Emlynne Filipson","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2022-07-13 22:00:00
1696,"Product XC23",10,"Health",12,120,"Jeannette Willavoys","Kristyn Anthes","Female",34,"42302 Erie Point","Baltimore",2018-09-26 13:00:00
1697,"Product XC34",12,"Toys",21,252,"Ingelbert Boliver","Lois Skillings","Female",32,"703 Harbort Terrace","Peoria",2022-10-02 03:00:00
1698,"Product XC75",15,"Furniture",13,195,"Gorden Woolis","Carly Janeczek","Female",20,"3016 Oak Valley Alley","Charleston",2018-07-31 17:00:00
1699,"Product XC77",25,"Health",7,175,"Boyce Krikorian","Briano Jollye","Male",19,"52543 Mallard Place","Charleston",2018-12-15 04:30:00
1700,"Product XC29",40,"Furniture",7,280,"Em Oxtaby","Gratiana Bonifazio","Female",53,"117 Farmco Drive","El Paso",2021-10-01 18:30:00
1701,"Product XC20",50,"Fashion",17,850,"Boyce Krikorian","Pasquale Gauden","Male",25,"0204 Chive Road","Charleston",2018-10-03 06:30:00
1702,"Product XC28",30,"Electronics",20,600,"Antonetta Tindall","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2022-01-28 15:00:00
1703,"Product XC03",10,"Health",24,240,"Ingelbert Boliver","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2022-01-21 00:00:00
1704,"Product XC74",12,"Toys",18,216,"Boyce Krikorian","Guy Pittford","Male",29,"69745 Butternut Plaza","Charleston",2018-04-20 09:00:00
1705,"Product XC02",8,"Furniture",10,80,"Goddard Twiddy","Jerrome Trownson","Male",58,"703 Harbort Terrace","Peoria",2020-08-11 22:30:00
1706,"Product XC74",12,"Fashion",10,120,"Chris Andreone","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2020-01-02 20:00:00
1707,"Product XC50",50,"Electronics",10,500,"Jeannette Willavoys","Kristyn Anthes","Female",34,"42302 Erie Point","Baltimore",2019-02-26 10:30:00
1708,"Product XC56",20,"Food",16,320,"Boyce Krikorian","Nate Swannick","Male",45,"69745 Butternut Plaza","Charleston",2019-11-08 09:30:00
1709,"Product XC13",10,"Health",16,160,"Nanine Sandercock","Sydney Axelbee","Male",20,"58688 Atwood Circle","Midland",2020-01-07 08:30:00
1710,"Product XC38",30,"Toys",7,210,"Goddard Twiddy","Lois Skillings","Female",32,"703 Harbort Terrace","Peoria",2020-10-10 20:00:00
1711,"Product XC49",40,"Electronics",4,160,"Ingelbert Boliver","Anet Dunham","Female",19,"6 Walton Street","Peoria",2021-08-25 23:30:00
1712,"Product XC71",5,"Food",3,15,"Jeannette Willavoys","Murial Baudinelli","Female",31,"69139 Dahle Drive","Baltimore",2022-12-09 08:00:00
1713,"Product XC43",10,"Furniture",18,180,"Bank Chataignier","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2022-12-22 20:30:00
1714,"Product XC05",15,"Health",9,135,"Jeannette Willavoys","Norby Prier","Male",23,"18048 Sommers Alley","Baltimore",2019-01-21 17:00:00
1715,"Product XC65",15,"Fashion",12,180,"Cullin Shorte","Zaria Staddart","Female",54,"9259 Clemons Plaza","Baltimore",2020-07-30 11:00:00
1716,"Product XC44",12,"Electronics",25,300,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2021-01-14 08:30:00
1717,NA,NA,NA,NA,NA,"Marlowe Cheshir",NA,NA,NA,"65 Helena Way","Boise",2019-10-23 15:00:00
1718,"Product XC70",50,"Electronics",9,450,"Ingelbert Boliver","Anet Dunham","Female",19,"6 Walton Street","Peoria",2021-12-11 20:30:00
1719,"Product XC25",15,"Toys",15,225,"Jeannette Willavoys","Randi Leighton","Male",37,"69139 Dahle Drive","Baltimore",2019-08-01 21:30:00
1720,"Product XC51",5,"Furniture",11,55,"Ingelbert Boliver","Anet Dunham","Female",19,"6 Walton Street","Peoria",2022-09-21 05:30:00
1721,"Product XC47",25,"Fashion",23,575,"Em Oxtaby","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2018-11-20 15:30:00
1722,"Product XC22",8,"Beauty",25,200,"Mireille Stott","Agneta McFetridge","Female",52,"24288 Larry Alley","Boise",2022-12-17 08:00:00
1723,"Product XC14",12,"Furniture",8,96,"Emlynne Filipson","Oby Liggett","Male",21,"91659 Rutledge Plaza","Midland",2022-11-06 18:00:00
1724,"Product XC60",50,"Furniture",4,200,"Jeannette Willavoys","Mellisa Plumbridge","Female",57,"18048 Sommers Alley","Baltimore",2018-06-09 12:30:00
1725,"Product XC07",25,"Furniture",24,600,"Cullin Shorte","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2020-05-24 22:00:00
1726,"Product XC57",25,"Health",19,475,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-10-04 09:30:00
1727,"Product XC62",8,"Food",10,80,"Cullin Shorte","Kendra Cullinan","Female",56,"9259 Clemons Plaza","Baltimore",2022-11-15 12:30:00
1728,"Product XC41",5,"Automotive",11,55,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2020-11-10 06:30:00
1729,"Product XC61",5,"Food",15,75,"Mireille Stott","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2020-10-21 10:30:00
1730,"Product XC78",30,"Toys",11,330,"Nanine Sandercock","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2018-08-11 01:30:00
1731,"Product XC26",20,"Electronics",6,120,"Nanine Sandercock","Fairlie Perocci","Male",35,"651 Mariners Cove Place","Midland",2020-02-23 06:30:00
1732,"Product XC59",40,"Automotive",18,720,"Boyce Krikorian","Codie Trayhorn","Female",19,"0204 Chive Road","Charleston",2020-04-23 05:30:00
1733,"Product XC51",5,"Health",21,105,"Em Oxtaby","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2021-01-20 05:00:00
1734,"Product XC17",25,"Food",4,100,"Theressa Orbine","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-08-15 05:30:00
1735,"Product XC41",5,"Furniture",4,20,"Gerek Musterd","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2021-11-18 18:30:00
1736,"Product XC33",10,"Toys",8,80,"Gerek Musterd","Jacquetta Ibbitt","Female",42,"04 Holy Cross Road","Midland",2019-09-30 00:00:00
1737,"Product XC49",40,"Furniture",21,840,"Ingelbert Boliver","Phillie Bolzen","Female",39,"1136 Bunker Hill Hill","Peoria",2020-01-24 14:30:00
1738,"Product XC26",20,"Electronics",19,380,"Marlowe Cheshir","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2020-05-22 18:00:00
1739,"Product XC40",50,"Electronics",6,300,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2020-06-11 05:30:00
1740,"Product XC10",50,"Health",3,150,"Boyce Krikorian","Lesli Guerriero","Female",20,"3016 Oak Valley Alley","Charleston",2020-09-24 22:30:00
1741,"Product XC80",50,"Fashion",25,1250,"Theressa Orbine","Cathrin Finkle","Female",37,"15917 Fremont Crossing","El Paso",2018-07-24 01:00:00
1742,"Product XC04",12,"Furniture",9,108,"Emlynne Filipson","Mireielle Hymus","Female",37,"597 Miller Way","Midland",2018-05-30 23:00:00
1743,"Product XC66",20,"Furniture",24,480,"Em Oxtaby","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2021-10-07 20:30:00
1744,"Product XC03",10,"Food",7,70,"Oran Eustis","Anet Dunham","Female",19,"6 Walton Street","Peoria",2018-04-08 03:30:00
1745,"Product XC24",12,"Electronics",5,60,"Cullin Shorte","Elston Kubal","Male",40,"347 Tennessee Junction","Baltimore",2021-12-04 13:30:00
1746,"Product XC11",5,"Toys",25,125,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2019-12-30 02:30:00
1747,"Product XC80",50,"Furniture",6,300,"Theressa Orbine","Galen Evelyn","Male",35,"117 Farmco Drive","El Paso",2019-08-12 13:00:00
1748,"Product XC31",5,"Beauty",7,35,"Antonetta Tindall","Randi Leighton","Male",37,"69139 Dahle Drive","Baltimore",2021-05-06 05:00:00
1749,"Product XC56",20,"Furniture",7,140,"Marlowe Cheshir","Bridgette Sleney","Female",54,"24288 Larry Alley","Boise",2019-12-08 15:00:00
1750,"Product XC57",25,"Toys",25,625,"Oran Eustis","Ring Gerb","Male",39,"703 Harbort Terrace","Peoria",2018-07-31 11:30:00
1751,"Product XC30",50,"Electronics",23,1150,"Em Oxtaby","Papagena Arnaud","Female",19,"9981 Stoughton Way","El Paso",2021-04-28 21:00:00
1752,"Product XC59",40,"Food",6,240,"Boyce Krikorian","Leisha Patis","Female",51,"6315 Hoard Court","Charleston",2022-04-29 04:00:00
1753,NA,NA,NA,NA,NA,"Mireille Stott",NA,NA,NA,"65 Helena Way","Boise",2018-04-29 02:00:00
1754,NA,NA,NA,NA,NA,"Kellina Sayward",NA,NA,NA,"65 Helena Way","Boise",2021-04-18 16:00:00
1755,"Product XC36",20,"Beauty",24,480,"Chris Andreone","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2020-08-05 06:30:00
1756,"Product XC16",20,"Beauty",20,400,"Marlowe Cheshir","Dael Giraudy","Female",54,"7 Welch Pass","Boise",2019-07-24 22:00:00
1757,"Product XC44",12,"Food",18,216,"Emlynne Filipson","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2018-03-31 12:00:00
1758,"Product XC65",15,"Health",3,45,"Boyce Krikorian","Vaughn Gages","Male",41,"3016 Oak Valley Alley","Charleston",2020-03-02 06:00:00
1759,"Product XC56",20,"Health",15,300,"Gerek Musterd","Fiorenze Barks","Female",33,"04 Holy Cross Road","Midland",2018-07-08 14:30:00
1760,"Product XC16",20,"Electronics",19,380,"Boyce Krikorian","Eugene Darree","Male",28,"52543 Mallard Place","Charleston",2021-03-01 09:30:00
1761,"Product XC06",20,"Electronics",4,80,"Goddard Twiddy","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-08-30 06:30:00
1762,"Product XC75",15,"Beauty",10,150,"Cullin Shorte","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2022-09-05 16:30:00
1763,"Product XC71",5,"Beauty",24,120,"Nanine Sandercock","Kristan Yablsley","Female",20,"651 Mariners Cove Place","Midland",2018-04-08 22:00:00
1764,"Product XC61",5,"Health",8,40,"Gorden Woolis","Christiano Corssen","Male",18,"7 Spaight Crossing","Charleston",2021-12-23 09:00:00
1765,"Product XC54",12,"Automotive",10,120,"Oran Eustis","Clarence Matussevich","Male",17,"65041 Milwaukee Drive","Peoria",2019-05-29 21:30:00
1766,"Product XC70",50,"Beauty",10,500,"Chris Andreone","Maxi Fendlow","Female",48,"15917 Fremont Crossing","El Paso",2019-01-11 18:00:00
1767,"Product XC49",40,"Food",18,720,"Nanine Sandercock","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2022-08-13 11:30:00
1768,"Product XC49",40,"Automotive",19,760,"Goddard Twiddy","Boycey Ocurran","Male",23,"8064 Menomonie Alley","Peoria",2021-03-08 18:30:00
1769,"Product XC41",5,"Automotive",12,60,"Em Oxtaby","Jaymee Goghin","Female",54,"87 Farragut Parkway","El Paso",2022-02-05 07:00:00
1770,"Product XC70",50,"Automotive",25,1250,"Theressa Orbine","Maxi Fendlow","Female",48,"15917 Fremont Crossing","El Paso",2021-03-07 14:30:00
1771,"Product XC69",40,"Food",13,520,"Kellina Sayward","Reginauld Doxsey","Male",53,"3 Randy Plaza","Boise",2020-05-04 19:30:00
1772,"Product XC61",5,"Electronics",19,95,"Chris Andreone","Waneta Beri","Female",64,"601 Gina Trail","El Paso",2022-05-13 10:00:00
1773,"Product XC53",10,"Food",18,180,"Emlynne Filipson","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2021-07-26 18:30:00
1774,"Product XC43",10,"Toys",13,130,"Antonetta Tindall","Bernarr Rann","Male",42,"4883 Armistice Terrace","Baltimore",2018-01-16 19:00:00
1775,"Product XC18",30,"Electronics",5,150,"Theressa Orbine","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2021-11-22 03:30:00
1776,"Product XC67",25,"Food",18,450,"Em Oxtaby","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2018-04-09 18:30:00
1777,"Product XC66",20,"Toys",9,180,"Gerek Musterd","Lenore Wakes","Female",39,"91659 Rutledge Plaza","Midland",2022-04-05 02:30:00
1778,"Product XC80",50,"Fashion",17,850,"Chris Andreone","Jamil Platfoot","Male",51,"12 Buhler Street","El Paso",2022-11-07 22:00:00
1779,"Product XC09",40,"Furniture",16,640,"Marlowe Cheshir","Kristofor Chanders","Male",20,"627 Surrey Way","Boise",2021-02-13 00:30:00
1780,"Product XC72",8,"Furniture",14,112,"Jeannette Willavoys","Lynda Dooley","Female",41,"42302 Erie Point","Baltimore",2022-08-11 15:30:00
1781,"Product XC76",20,"Electronics",4,80,"Bank Chataignier","Jared McCreery","Male",36,"3016 Oak Valley Alley","Charleston",2019-03-22 09:30:00
1782,"Product XC01",5,"Automotive",8,40,"Goddard Twiddy","Guilbert Burdas","Male",44,"0454 Grover Parkway","Peoria",2022-01-25 03:00:00
1783,"Product XC11",5,"Health",7,35,"Gerek Musterd","Jacquetta Ibbitt","Female",42,"04 Holy Cross Road","Midland",2021-01-15 20:30:00
